Orthogroup	cleaned_Carassius_auratus.ASM336829v1.pep.all	cleaned_Cyprinus_carpio_carpio.Cypcar_WagV4.0.pep.all	cleaned_Larimichthys_crocea.L_crocea_2.0.pep.all	cleaned_Oryzias_sinensis.ASM858656v1.pep.all	cleaned_Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.pep.all	cleaned_Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.pep.all	Total
OG0000688	14	20	10	9	15	9	77
OG0000689	15	20	7	0	17	18	77
OG0000690	15	22	5	6	17	12	77
OG0000691	16	11	8	4	20	18	77
OG0000692	13	17	17	10	13	7	77
OG0000693	20	17	10	10	10	9	76
OG0000694	7	14	9	10	18	18	76
OG0000695	20	14	8	10	16	8	76
OG0000696	17	15	10	7	17	10	76
OG0000697	10	7	1	10	22	26	76
OG0000698	20	15	20	10	7	4	76
OG0000699	11	27	6	9	2	21	76
OG0000700	13	13	13	9	18	10	76
OG0000701	18	18	10	3	10	17	76
OG0000702	26	17	6	4	13	10	76
OG0000703	59	15	0	1	0	1	76
OG0000704	18	20	7	9	9	13	76
OG0000705	18	20	6	5	20	7	76
OG0000706	23	15	10	6	11	11	76
OG0000707	21	15	18	6	8	8	76
OG0000708	13	20	9	5	8	21	76
OG0000709	22	17	10	9	12	6	76
OG0000710	17	15	8	4	17	15	76
OG0000711	14	17	10	3	13	19	76
OG0000712	19	24	7	2	12	12	76
OG0000713	10	16	10	4	19	17	76
OG0000714	25	7	10	8	18	8	76
OG0000715	14	15	10	9	16	12	76
OG0000716	16	17	10	10	14	9	76
OG0000717	25	15	10	10	2	14	76
OG0000718	17	20	8	8	11	12	76
OG0000719	15	19	8	10	17	7	76
OG0000720	20	20	10	10	2	14	76
OG0000721	11	15	10	7	21	12	76
OG0000722	22	12	6	5	19	12	76
OG0000723	15	16	7	8	20	10	76
OG0000724	20	20	5	4	17	10	76
OG0000725	12	16	8	10	18	12	76
OG0000726	17	17	9	9	15	9	76
OG0000727	16	20	28	6	4	2	76
OG0000728	20	20	5	0	11	20	76
OG0000729	13	17	9	7	14	16	76
OG0000730	19	20	10	0	19	8	76
OG0000731	15	20	9	1	20	11	76
OG0000732	17	18	9	5	17	10	76
OG0000733	17	20	10	6	10	13	76
OG0000734	20	18	8	1	14	15	76
OG0000735	17	19	10	9	12	8	75
OG0000736	10	17	10	9	19	10	75
OG0000737	17	19	9	0	12	18	75
OG0000738	20	15	10	10	7	13	75
OG0000739	15	15	9	7	14	15	75
OG0000740	15	16	10	5	19	10	75
OG0000741	27	14	5	8	2	19	75
OG0000742	14	17	6	9	19	10	75
OG0000743	21	19	5	0	18	12	75
OG0000744	21	16	6	1	18	13	75
OG0000745	18	12	10	10	16	9	75
OG0000746	14	18	9	4	15	15	75
OG0000747	16	19	10	5	15	10	75
OG0000748	26	14	10	10	10	5	75
OG0000749	28	18	7	2	10	10	75
OG0000750	10	16	9	4	16	20	75
OG0000751	13	16	9	10	20	7	75
OG0000752	15	18	10	9	15	8	75
OG0000753	8	17	10	10	12	18	75
OG0000754	14	20	10	9	9	13	75
OG0000755	14	18	7	8	12	16	75
OG0000756	16	16	10	7	16	10	75
OG0000757	20	16	9	7	16	7	75
OG0000758	15	17	10	10	5	18	75
OG0000759	14	12	6	7	18	18	75
OG0000760	16	20	7	10	12	10	75
OG0000761	16	12	9	9	13	16	75
OG0000762	16	20	5	10	9	15	75
OG0000763	20	20	10	9	7	9	75
OG0000764	13	13	11	13	19	6	75
OG0000765	17	14	10	0	17	17	75
OG0000766	18	6	9	10	20	12	75
OG0000767	15	20	8	7	17	8	75
OG0000768	12	18	7	6	15	17	75
OG0000769	18	17	5	5	12	18	75
OG0000770	20	17	10	10	10	8	75
OG0000771	10	19	9	0	18	19	75
OG0000772	15	19	8	2	20	10	74
OG0000773	19	15	10	0	17	13	74
OG0000774	10	20	8	10	16	10	74
OG0000775	20	20	0	1	20	13	74
OG0000776	18	15	10	7	16	8	74
OG0000777	20	19	10	0	14	11	74
OG0000778	24	12	9	0	14	15	74
OG0000779	16	17	9	0	16	16	74
OG0000780	22	19	5	4	9	15	74
OG0000781	15	23	1	1	17	17	74
OG0000782	27	14	6	10	11	6	74
OG0000783	13	18	9	5	16	13	74
OG0000784	19	18	7	1	10	19	74
OG0000785	16	34	9	1	10	4	74
OG0000786	16	19	5	8	17	9	74
OG0000787	9	17	9	14	6	19	74
OG0000788	13	9	9	8	16	19	74
OG0000789	22	17	10	5	15	5	74
OG0000790	10	17	8	10	12	17	74
OG0000791	24	17	10	0	17	6	74
OG0000792	14	24	7	0	12	17	74
OG0000793	20	20	10	0	7	17	74
OG0000794	17	17	8	2	14	16	74
OG0000795	22	17	8	3	13	11	74
OG0000796	16	13	10	5	19	11	74
OG0000797	26	20	3	5	10	10	74
OG0000798	13	15	16	17	2	11	74
OG0000799	12	19	7	1	15	20	74
OG0000800	18	19	9	6	12	10	74
OG0000801	17	17	8	10	8	14	74
OG0000802	15	18	7	8	11	15	74
OG0000803	19	10	10	6	19	10	74
OG0000804	19	19	6	3	13	14	74
OG0000805	16	16	5	10	9	18	74
OG0000806	16	18	10	2	14	14	74
OG0000807	15	15	10	7	11	16	74
OG0000808	7	17	6	10	18	16	74
OG0000809	15	20	10	10	8	11	74
OG0000810	33	35	0	0	3	3	74
OG0000811	20	18	5	10	15	6	74
OG0000812	20	20	10	0	13	11	74
OG0000813	15	16	6	6	16	15	74
OG0000814	12	16	9	1	20	16	74
OG0000815	23	20	8	2	12	9	74
OG0000816	22	18	7	0	20	7	74
OG0000817	22	19	10	0	12	11	74
OG0000818	15	19	7	5	12	16	74
OG0000819	14	13	10	10	8	19	74
OG0000820	18	16	9	5	16	10	74
OG0000821	21	17	10	3	8	15	74
OG0000822	21	16	9	10	10	8	74
OG0000823	21	18	9	3	13	10	74
OG0000824	19	15	3	3	17	16	73
OG0000825	17	14	10	6	19	7	73
OG0000826	10	19	8	0	20	16	73
OG0000827	13	11	10	0	19	20	73
OG0000828	14	15	8	1	15	20	73
OG0000829	15	14	9	8	16	11	73
OG0000830	18	14	6	10	16	9	73
OG0000831	23	20	6	10	10	4	73
OG0000832	35	20	4	8	2	4	73
OG0000833	11	16	10	9	10	17	73
OG0000834	17	19	1	10	20	6	73
OG0000835	15	2	4	0	25	27	73
OG0000836	14	17	10	7	19	6	73
OG0000837	18	13	10	1	17	14	73
OG0000838	22	16	9	1	12	13	73
OG0000839	17	17	8	4	17	10	73
OG0000840	19	18	10	3	7	16	73
OG0000841	13	18	8	8	12	14	73
OG0000842	15	14	10	9	11	14	73
OG0000843	12	21	5	7	15	13	73
OG0000844	20	20	10	0	19	4	73
OG0000845	19	20	9	5	10	10	73
OG0000846	9	15	8	10	16	15	73
OG0000847	25	11	4	5	17	11	73
OG0000848	15	18	8	7	14	11	73
OG0000849	22	19	10	1	13	8	73
OG0000850	19	16	6	2	18	12	73
OG0000851	15	18	6	3	16	15	73
OG0000852	17	19	10	10	8	9	73
OG0000853	22	17	10	10	3	11	73
OG0000854	22	12	7	0	13	19	73
OG0000855	16	20	10	3	15	9	73
OG0000856	29	20	10	0	4	10	73
OG0000857	22	19	5	3	15	9	73
OG0000858	16	17	5	6	15	14	73
OG0000859	10	18	7	10	16	12	73
OG0000860	20	17	9	10	4	13	73
OG0000861	9	17	10	3	31	3	73
OG0000862	16	20	7	1	18	11	73
OG0000863	11	19	8	7	18	10	73
OG0000864	10	19	19	18	3	4	73
OG0000865	14	17	7	10	15	9	72
OG0000866	9	12	10	9	15	17	72
OG0000867	23	15	10	0	7	17	72
OG0000868	16	17	10	1	13	15	72
OG0000869	22	18	1	0	16	15	72
OG0000870	16	14	10	4	18	10	72
OG0000871	10	13	10	10	15	14	72
OG0000872	20	17	10	7	8	10	72
OG0000873	19	20	10	2	13	8	72
OG0000874	14	14	8	7	19	10	72
OG0000875	12	11	6	9	16	18	72
OG0000876	16	12	9	2	15	18	72
OG0000877	20	15	8	1	11	17	72
OG0000878	16	17	4	6	13	16	72
OG0000879	11	16	10	10	8	17	72
OG0000880	70	1	0	0	1	0	72
OG0000881	10	11	9	1	25	16	72
OG0000882	18	17	6	2	14	15	72
OG0000883	15	17	10	1	20	9	72
OG0000884	15	30	8	2	8	9	72
OG0000885	23	7	10	7	11	14	72
OG0000886	34	19	0	0	9	10	72
OG0000887	10	6	12	28	8	8	72
OG0000888	15	18	9	6	10	14	72
OG0000889	8	17	9	3	15	20	72
OG0000890	20	20	10	6	8	8	72
OG0000891	23	19	10	3	7	10	72
OG0000892	15	18	5	2	15	17	72
OG0000893	30	22	6	1	5	8	72
OG0000894	18	8	14	11	15	6	72
OG0000895	20	20	10	10	2	10	72
OG0000896	19	18	12	8	6	9	72
OG0000897	18	16	7	2	11	18	72
OG0000898	22	16	10	6	15	3	72
OG0000899	18	15	6	8	14	11	72
OG0000900	23	15	10	6	9	9	72
OG0000901	13	15	10	8	16	10	72
OG0000902	20	17	9	6	3	17	72
OG0000903	16	20	4	10	4	18	72
OG0000904	18	17	8	3	15	11	72
OG0000905	15	20	7	2	17	11	72
OG0000906	20	13	8	9	11	11	72
OG0000907	24	13	2	2	20	11	72
OG0000908	13	17	6	4	16	16	72
OG0000909	18	9	9	9	20	7	72
OG0000910	8	12	13	14	13	12	72
OG0000911	17	20	10	0	5	20	72
OG0000912	18	18	8	8	10	10	72
OG0000913	18	17	10	8	9	10	72
OG0000914	22	11	6	7	14	12	72
OG0000915	11	14	8	3	19	17	72
OG0000916	15	16	7	7	16	11	72
OG0000917	11	13	10	10	12	16	72
OG0000918	15	18	10	9	10	10	72
OG0000919	20	20	10	9	3	10	72
OG0000920	14	15	7	10	19	7	72
OG0000921	9	18	10	10	15	10	72
OG0000922	17	15	10	10	15	5	72
OG0000923	12	11	5	10	17	17	72
OG0000924	17	14	8	8	9	15	71
OG0000925	21	20	10	0	10	10	71
OG0000926	16	18	6	7	14	10	71
OG0000927	17	16	10	1	10	17	71
OG0000928	8	14	10	10	9	20	71
OG0000929	13	17	10	8	6	17	71
OG0000930	12	13	7	9	16	14	71
OG0000931	14	20	6	2	15	14	71
OG0000932	18	17	10	9	3	14	71
OG0000933	14	19	10	0	15	13	71
OG0000934	14	10	10	10	13	14	71
OG0000935	20	19	5	1	16	10	71
OG0000936	17	20	9	9	1	15	71
OG0000937	19	14	2	0	17	19	71
OG0000938	55	16	0	0	0	0	71
OG0000939	16	10	3	5	18	19	71
OG0000940	30	30	0	0	5	6	71
OG0000941	20	20	10	10	2	9	71
OG0000942	21	19	4	2	11	14	71
OG0000943	8	14	10	1	18	20	71
OG0000944	18	27	10	0	8	8	71
OG0000945	24	15	8	5	2	17	71
OG0000946	16	15	12	1	8	19	71
OG0000947	16	16	8	8	15	8	71
OG0000948	20	18	10	0	13	10	71
OG0000949	13	14	9	9	14	12	71
OG0000950	12	15	7	10	8	19	71
OG0000951	19	17	5	0	17	13	71
OG0000952	18	17	10	7	7	12	71
OG0000953	16	17	3	6	18	11	71
OG0000954	14	15	5	8	20	9	71
OG0000955	14	20	7	10	12	8	71
OG0000956	18	18	5	6	16	8	71
OG0000957	12	16	10	10	3	20	71
OG0000958	16	10	7	7	18	13	71
OG0000959	20	20	1	1	16	13	71
OG0000960	18	11	6	8	14	14	71
OG0000961	11	23	10	5	18	4	71
OG0000962	18	29	5	8	3	8	71
OG0000963	15	17	9	7	11	12	71
OG0000964	16	16	9	4	13	13	71
OG0000965	10	19	9	10	8	15	71
OG0000966	11	14	8	6	14	18	71
OG0000967	11	18	10	8	6	18	71
OG0000968	15	18	10	0	13	15	71
OG0000969	5	16	10	10	20	10	71
OG0000970	16	13	5	7	15	15	71
OG0000971	14	11	8	9	10	19	71
OG0000972	9	9	14	19	11	9	71
OG0000973	21	18	4	5	13	10	71
OG0000974	17	12	10	1	20	11	71
OG0000975	19	16	7	9	12	8	71
OG0000976	9	18	9	0	16	19	71
OG0000977	18	16	9	6	16	6	71
OG0000978	27	6	3	3	11	21	71
OG0000979	17	23	9	9	5	8	71
OG0000980	15	20	3	5	13	15	71
OG0000981	15	19	7	7	9	14	71
OG0000982	14	18	6	7	15	11	71
OG0000983	10	19	9	6	17	10	71
OG0000984	29	17	10	0	2	12	70
OG0000985	15	14	10	8	8	15	70
OG0000986	20	20	10	5	11	4	70
OG0000987	20	17	6	7	12	8	70
OG0000988	10	14	10	7	15	14	70
OG0000989	12	17	10	0	14	17	70
OG0000990	25	17	10	5	9	4	70
OG0000991	12	17	3	2	19	17	70
OG0000992	10	17	9	0	18	16	70
OG0000993	21	20	10	10	3	6	70
OG0000994	30	11	10	9	1	9	70
OG0000995	22	11	8	6	8	15	70
OG0000996	10	16	20	1	12	11	70
OG0000997	16	18	5	1	15	15	70
OG0000998	17	18	10	1	19	5	70
OG0000999	10	19	10	10	12	9	70
OG0001000	15	18	9	6	5	17	70
OG0001001	18	18	10	1	13	10	70
OG0001002	15	19	10	10	9	7	70
OG0001003	27	16	0	0	12	15	70
OG0001004	17	16	9	1	10	17	70
OG0001005	18	20	10	3	2	17	70
OG0001006	42	12	0	0	8	8	70
OG0001007	15	15	9	10	10	11	70
OG0001008	20	19	5	9	8	9	70
OG0001009	22	14	12	5	10	7	70
OG0001010	15	18	9	6	15	7	70
OG0001011	17	14	7	8	11	13	70
OG0001012	19	10	12	3	19	7	70
OG0001013	11	9	10	5	16	19	70
OG0001014	11	13	10	7	16	13	70
OG0001015	19	15	9	4	11	12	70
OG0001016	16	5	6	8	16	19	70
OG0001017	18	12	2	2	19	17	70
OG0001018	14	19	8	0	19	10	70
OG0001019	23	15	7	4	11	10	70
OG0001020	15	16	11	10	11	7	70
OG0001021	24	11	10	1	8	16	70
OG0001022	16	13	3	0	20	18	70
OG0001023	15	10	6	2	17	20	70
OG0001024	18	12	7	0	15	18	70
OG0001025	15	12	10	10	10	13	70
OG0001026	15	13	6	6	10	20	70
OG0001027	25	16	10	7	2	10	70
OG0001028	21	18	6	8	7	10	70
OG0001029	23	17	7	10	6	7	70
OG0001030	28	20	6	5	5	6	70
OG0001031	10	15	16	8	2	19	70
OG0001032	10	9	6	7	20	18	70
OG0001033	14	17	5	1	14	19	70
OG0001034	22	13	10	3	11	11	70
OG0001035	12	19	6	6	16	11	70
OG0001036	13	19	3	7	13	15	70
OG0001037	14	17	5	6	18	10	70
OG0001038	16	10	9	10	9	16	70
OG0001039	15	17	3	5	18	12	70
OG0001040	13	20	10	9	8	10	70
OG0001041	10	13	13	10	12	12	70
OG0001042	11	17	10	5	20	7	70
OG0001043	24	18	10	0	10	7	69
OG0001044	26	15	10	3	9	6	69
OG0001045	15	18	9	0	9	18	69
OG0001046	17	14	2	4	15	17	69
OG0001047	19	19	10	10	4	7	69
OG0001048	6	18	9	10	9	17	69
OG0001049	16	14	10	6	6	17	69
OG0001050	20	16	5	2	16	10	69
OG0001051	25	18	9	1	12	4	69
OG0001052	17	20	9	0	11	12	69
OG0001053	15	17	10	4	6	17	69
OG0001054	11	16	8	6	9	19	69
OG0001055	8	16	7	8	13	17	69
OG0001056	15	14	8	8	13	11	69
OG0001057	20	21	4	4	14	6	69
OG0001058	25	16	9	8	9	2	69
OG0001059	23	12	7	7	16	4	69
OG0001060	15	14	6	8	12	14	69
OG0001061	14	12	1	6	18	18	69
OG0001062	28	10	4	7	2	18	69
OG0001063	19	20	9	9	7	5	69
OG0001064	18	15	10	0	12	14	69
OG0001065	14	8	4	4	19	20	69
OG0001066	14	20	10	5	5	15	69
OG0001067	11	16	7	10	14	11	69
OG0001068	23	14	11	0	15	6	69
OG0001069	11	16	6	10	17	9	69
OG0001070	18	11	6	10	12	12	69
OG0001071	14	15	15	14	3	8	69
OG0001072	14	14	4	5	17	15	69
OG0001073	17	20	10	1	13	8	69
OG0001074	23	14	4	2	15	11	69
OG0001075	20	20	9	13	3	4	69
OG0001076	7	14	5	18	16	9	69
OG0001077	17	16	8	7	19	2	69
OG0001078	30	14	10	10	1	4	69
OG0001079	14	13	9	9	15	9	69
OG0001080	21	11	11	7	8	11	69
OG0001081	15	17	9	10	9	9	69
OG0001082	17	18	7	1	16	10	69
OG0001083	14	20	9	10	6	10	69
OG0001084	16	16	5	1	15	16	69
OG0001085	16	17	9	10	11	6	69
OG0001086	18	13	10	10	8	10	69
OG0001087	19	17	8	10	3	12	69
OG0001088	20	20	1	1	13	14	69
OG0001089	11	15	11	4	13	15	69
OG0001090	14	9	9	9	15	13	69
OG0001091	9	6	10	10	14	20	69
OG0001092	19	17	10	5	9	9	69
OG0001093	19	19	10	9	2	10	69
OG0001094	12	15	9	6	17	10	69
OG0001095	12	13	3	8	16	17	69
OG0001096	12	17	10	6	5	19	69
OG0001097	12	14	10	10	13	10	69
OG0001098	17	18	9	0	10	15	69
OG0001099	14	12	15	3	16	9	69
OG0001100	17	20	8	5	14	5	69
OG0001101	9	18	10	0	19	13	69
OG0001102	13	18	4	0	14	19	68
OG0001103	15	15	10	10	4	14	68
OG0001104	20	20	10	2	15	1	68
OG0001105	13	20	7	0	18	10	68
OG0001106	17	16	5	0	20	10	68
OG0001107	17	17	9	10	7	8	68
OG0001108	10	13	12	5	11	17	68
OG0001109	18	13	9	10	2	16	68
OG0001110	17	20	10	3	9	9	68
OG0001111	35	25	1	1	3	3	68
OG0001112	17	17	6	7	11	10	68
OG0001113	18	13	7	6	14	10	68
OG0001114	15	16	10	1	14	12	68
OG0001115	13	18	6	2	16	13	68
OG0001116	19	16	9	6	8	10	68
OG0001117	21	20	9	7	3	8	68
OG0001118	14	18	4	2	15	15	68
OG0001119	8	19	10	8	3	20	68
OG0001120	10	13	10	1	16	18	68
OG0001121	20	20	9	8	3	8	68
OG0001122	10	9	14	18	11	6	68
OG0001123	18	16	8	10	8	8	68
OG0001124	16	14	10	0	19	9	68
OG0001125	10	16	5	4	16	17	68
OG0001126	21	12	10	1	16	8	68
OG0001127	11	18	9	9	7	14	68
OG0001128	10	9	10	10	11	18	68
OG0001129	25	15	10	10	5	3	68
OG0001130	10	18	0	0	20	20	68
OG0001131	30	13	6	2	8	9	68
OG0001132	15	19	6	0	14	14	68
OG0001133	17	15	9	5	2	20	68
OG0001134	12	16	4	3	18	15	68
OG0001135	16	12	10	0	20	10	68
OG0001136	13	18	9	5	10	13	68
OG0001137	18	20	0	0	20	10	68
OG0001138	10	15	10	5	8	20	68
OG0001139	25	20	0	0	10	13	68
OG0001140	13	15	5	2	17	16	68
OG0001141	15	17	10	3	11	12	68
OG0001142	22	20	9	1	11	5	68
OG0001143	15	13	4	6	18	12	68
OG0001144	15	18	2	4	14	15	68
OG0001145	10	19	7	3	16	13	68
OG0001146	11	19	6	5	14	13	68
OG0001147	10	19	10	0	20	9	68
OG0001148	14	15	6	8	13	12	68
OG0001149	16	19	10	10	10	3	68
OG0001150	16	18	9	7	2	16	68
OG0001151	14	17	0	0	19	18	68
OG0001152	16	14	8	6	14	10	68
OG0001153	10	20	10	0	20	8	68
OG0001154	14	16	10	8	16	4	68
OG0001155	21	14	5	6	9	13	68
OG0001156	5	14	10	10	20	9	68
OG0001157	11	10	7	10	13	16	67
OG0001158	12	11	9	8	14	13	67
OG0001159	9	20	9	0	15	14	67
OG0001160	13	18	8	0	13	15	67
OG0001161	20	15	10	14	3	5	67
OG0001162	10	15	10	7	17	8	67
OG0001163	20	19	9	10	6	3	67
OG0001164	9	12	10	10	11	15	67
OG0001165	15	16	5	7	17	7	67
OG0001166	10	11	7	5	17	17	67
OG0001167	16	18	2	0	18	13	67
OG0001168	14	15	6	5	19	8	67
OG0001169	11	47	2	0	3	4	67
OG0001170	27	10	5	0	12	13	67
OG0001171	15	14	10	0	7	21	67
OG0001172	25	33	0	0	4	5	67
OG0001173	13	16	6	7	14	11	67
OG0001174	17	13	9	2	9	17	67
OG0001175	16	15	8	6	17	5	67
OG0001176	16	17	10	10	7	7	67
OG0001177	20	20	5	4	11	7	67
OG0001178	16	14	10	0	17	10	67
OG0001179	12	17	10	10	9	9	67
OG0001180	16	18	5	5	15	8	67
OG0001181	9	20	10	10	8	10	67
OG0001182	16	18	10	2	11	10	67
OG0001183	19	17	10	8	2	11	67
OG0001184	26	12	3	7	8	11	67
OG0001185	22	17	10	0	12	6	67
OG0001186	18	17	3	9	3	17	67
OG0001187	14	14	9	10	11	9	67
OG0001188	12	13	8	7	18	9	67
OG0001189	14	18	7	2	13	13	67
OG0001190	11	11	4	5	18	18	67
OG0001191	14	15	5	10	14	9	67
OG0001192	18	15	0	0	19	15	67
OG0001193	15	17	8	1	10	16	67
OG0001194	31	21	8	0	2	5	67
OG0001195	17	14	5	1	13	17	67
OG0001196	16	15	7	7	10	12	67
OG0001197	34	14	0	0	8	11	67
OG0001198	15	11	6	6	11	18	67
OG0001199	25	17	9	5	2	9	67
OG0001200	11	10	4	5	19	18	67
OG0001201	14	16	7	6	15	9	67
OG0001202	13	16	7	5	13	13	67
OG0001203	12	10	9	8	15	13	67
OG0001204	10	12	12	9	16	8	67
OG0001205	10	14	9	9	8	17	67
OG0001206	19	20	9	8	1	10	67
OG0001207	7	14	9	3	19	15	67
OG0001208	15	17	6	3	14	12	67
OG0001209	22	20	9	10	6	0	67
OG0001210	10	15	6	6	19	11	67
OG0001211	15	17	0	1	19	15	67
OG0001212	7	19	10	7	7	17	67
OG0001213	0	13	17	19	9	9	67
OG0001214	20	20	0	8	3	15	66
OG0001215	20	19	2	4	10	11	66
OG0001216	19	15	8	2	13	9	66
OG0001217	12	18	10	0	17	9	66
OG0001218	25	18	9	3	5	6	66
OG0001219	21	16	5	6	12	6	66
OG0001220	17	20	9	7	0	13	66
OG0001221	9	17	6	0	15	19	66
OG0001222	11	18	7	1	14	15	66
OG0001223	19	20	10	10	2	5	66
OG0001224	13	20	8	6	16	3	66
OG0001225	16	19	10	7	5	9	66
OG0001226	18	14	6	12	5	11	66
OG0001227	15	14	3	6	12	16	66
OG0001228	9	9	7	9	19	13	66
OG0001229	24	10	5	10	2	15	66
OG0001230	24	18	6	3	8	7	66
OG0001231	13	18	6	0	10	19	66
OG0001232	25	10	4	0	14	13	66
OG0001233	10	16	10	8	10	12	66
OG0001234	12	48	1	4	1	0	66
OG0001235	15	19	4	2	12	14	66
OG0001236	20	19	7	9	1	10	66
OG0001237	17	17	5	0	14	13	66
OG0001238	21	20	0	0	11	14	66
OG0001239	14	20	8	10	1	13	66
OG0001240	18	16	0	0	20	12	66
OG0001241	17	25	6	5	2	11	66
OG0001242	9	17	5	8	13	14	66
OG0001243	27	20	0	0	16	3	66
OG0001244	10	20	6	0	17	13	66
OG0001245	16	19	6	10	5	10	66
OG0001246	15	18	8	0	7	18	66
OG0001247	9	13	10	0	18	16	66
OG0001248	12	12	10	10	12	10	66
OG0001249	12	19	8	5	12	10	66
OG0001250	13	20	10	10	10	3	66
OG0001251	16	14	6	4	13	13	66
OG0001252	17	20	5	6	13	5	66
OG0001253	34	11	3	0	10	8	66
OG0001254	20	11	0	7	10	18	66
OG0001255	15	14	6	3	12	16	66
OG0001256	7	7	10	10	15	17	66
OG0001257	25	19	5	4	4	9	66
OG0001258	8	18	10	2	10	18	66
OG0001259	10	17	5	1	19	14	66
OG0001260	10	13	8	0	16	19	66
OG0001261	11	20	10	3	13	9	66
OG0001262	9	19	10	2	14	11	65
OG0001263	15	11	10	9	12	8	65
OG0001264	16	12	5	6	12	14	65
OG0001265	10	14	9	3	12	17	65
OG0001266	20	13	10	4	14	4	65
OG0001267	21	15	10	9	5	5	65
OG0001268	8	12	16	6	15	8	65
OG0001269	19	20	3	1	14	8	65
OG0001270	15	20	8	1	4	17	65
OG0001271	14	19	5	1	16	10	65
OG0001272	14	19	10	9	11	2	65
OG0001273	19	15	10	2	8	11	65
OG0001274	26	13	7	8	7	4	65
OG0001275	12	12	10	6	19	6	65
OG0001276	15	15	10	10	7	8	65
OG0001277	8	16	10	7	14	10	65
OG0001278	15	16	5	1	16	12	65
OG0001279	8	12	9	0	16	20	65
OG0001280	7	10	9	8	17	14	65
OG0001281	12	15	8	3	17	10	65
OG0001282	18	16	4	0	9	18	65
OG0001283	24	13	5	6	12	5	65
OG0001284	12	10	16	7	11	9	65
OG0001285	16	20	8	8	6	7	65
OG0001286	17	19	4	3	12	10	65
OG0001287	19	19	3	4	11	9	65
OG0001288	18	10	9	5	7	16	65
OG0001289	16	17	10	10	12	0	65
OG0001290	10	8	3	10	18	16	65
OG0001291	19	13	7	0	16	10	65
OG0001292	21	19	0	0	20	5	65
OG0001293	26	14	9	0	8	8	65
OG0001294	7	33	2	0	10	13	65
OG0001295	17	18	5	2	15	8	65
OG0001296	21	11	3	5	13	12	65
OG0001297	12	17	6	5	13	12	65
OG0001298	16	20	8	5	9	7	65
OG0001299	12	19	2	8	13	11	65
OG0001300	15	20	7	2	13	8	65
OG0001301	18	16	5	5	14	7	65
OG0001302	7	18	4	5	14	17	65
OG0001303	22	12	7	1	8	15	65
OG0001304	12	10	10	8	12	13	65
OG0001305	16	15	10	10	2	12	65
OG0001306	14	17	10	3	13	8	65
OG0001307	10	20	8	3	14	10	65
OG0001308	2	16	10	1	19	17	65
OG0001309	16	15	8	2	12	12	65
OG0001310	12	16	13	9	12	3	65
OG0001311	15	16	7	8	6	13	65
OG0001312	11	19	9	1	12	13	65
OG0001313	16	16	8	0	14	11	65
OG0001314	17	15	0	10	14	9	65
OG0001315	16	12	7	7	9	14	65
OG0001316	19	16	10	0	12	8	65
OG0001317	8	18	8	9	15	7	65
OG0001318	13	16	10	0	15	10	64
OG0001319	11	19	3	1	17	13	64
OG0001320	8	18	4	5	10	19	64
OG0001321	16	17	0	7	4	20	64
OG0001322	20	20	3	0	10	11	64
OG0001323	10	15	10	0	9	20	64
OG0001324	16	14	7	2	17	8	64
OG0001325	20	14	9	8	3	10	64
OG0001326	15	7	10	7	15	10	64
OG0001327	12	11	6	7	14	14	64
OG0001328	19	18	5	2	10	10	64
OG0001329	10	16	10	0	18	10	64
OG0001330	19	18	4	1	13	9	64
OG0001331	19	13	5	0	14	13	64
OG0001332	29	16	6	6	2	5	64
OG0001333	13	18	5	1	13	14	64
OG0001334	10	13	10	8	13	10	64
OG0001335	8	18	8	10	6	14	64
OG0001336	30	22	0	0	8	4	64
OG0001337	14	18	10	7	11	4	64
OG0001338	16	14	2	0	13	19	64
OG0001339	10	14	8	6	13	13	64
OG0001340	13	15	11	4	8	13	64
OG0001341	8	20	10	8	6	12	64
OG0001342	34	13	4	1	7	5	64
OG0001343	17	18	2	11	8	8	64
OG0001344	13	17	6	7	10	11	64
OG0001345	14	19	6	5	12	8	64
OG0001346	11	13	10	7	5	18	64
OG0001347	23	18	3	2	14	4	64
OG0001348	25	20	0	0	10	9	64
OG0001349	27	6	6	10	5	10	64
OG0001350	5	16	10	2	15	16	64
OG0001351	13	13	10	9	9	10	64
OG0001352	21	19	6	7	2	9	64
OG0001353	17	14	10	10	8	5	64
OG0001354	16	11	15	10	5	7	64
OG0001355	16	9	8	5	11	15	64
OG0001356	12	20	10	0	16	6	64
OG0001357	8	11	8	10	17	10	64
OG0001358	14	15	6	10	11	8	64
OG0001359	17	15	10	0	2	20	64
OG0001360	19	18	4	1	11	11	64
OG0001361	16	19	5	7	7	10	64
OG0001362	16	14	10	0	14	10	64
OG0001363	15	13	0	0	17	19	64
OG0001364	14	16	9	7	5	13	64
OG0001365	17	15	10	7	3	12	64
OG0001366	7	11	17	16	2	11	64
OG0001367	16	12	9	9	10	8	64
OG0001368	14	16	3	7	7	17	64
OG0001369	26	9	8	10	1	10	64
OG0001370	16	19	10	0	10	9	64
OG0001371	13	17	8	5	8	13	64
OG0001372	14	18	6	1	7	18	64
OG0001373	13	12	7	8	13	11	64
OG0001374	12	12	5	1	16	18	64
OG0001375	13	19	5	3	12	12	64
